cohort,kfr_aian_female_p1,kfr_asian_female_p1,kfr_black_female_p1,kfr_hisp_female_p1,kfr_pooled_female_p1,kfr_white_female_p1,kfr_aian_male_p1,kfr_asian_male_p1,kfr_black_male_p1,kfr_hisp_male_p1,kfr_pooled_male_p1,kfr_white_male_p1,kfr_aian_pooled_p1,kfr_asian_pooled_p1,kfr_black_pooled_p1,kfr_hisp_pooled_p1,kfr_pooled_pooled_p1,kfr_white_pooled_p1,kfr_aian_female_p25,kfr_asian_female_p25,kfr_black_female_p25,kfr_hisp_female_p25,kfr_pooled_female_p25,kfr_white_female_p25,kfr_aian_male_p25,kfr_asian_male_p25,kfr_black_male_p25,kfr_hisp_male_p25,kfr_pooled_male_p25,kfr_white_male_p25,kfr_aian_pooled_p25,kfr_asian_pooled_p25,kfr_black_pooled_p25,kfr_hisp_pooled_p25,kfr_pooled_pooled_p25,kfr_white_pooled_p25,kfr_aian_female_p50,kfr_asian_female_p50,kfr_black_female_p50,kfr_hisp_female_p50,kfr_pooled_female_p50,kfr_white_female_p50,kfr_aian_male_p50,kfr_asian_male_p50,kfr_black_male_p50,kfr_hisp_male_p50,kfr_pooled_male_p50,kfr_white_male_p50,kfr_aian_pooled_p50,kfr_asian_pooled_p50,kfr_black_pooled_p50,kfr_hisp_pooled_p50,kfr_pooled_pooled_p50,kfr_white_pooled_p50,kfr_aian_female_p75,kfr_asian_female_p75,kfr_black_female_p75,kfr_hisp_female_p75,kfr_pooled_female_p75,kfr_white_female_p75,kfr_aian_male_p75,kfr_asian_male_p75,kfr_black_male_p75,kfr_hisp_male_p75,kfr_pooled_male_p75,kfr_white_male_p75,kfr_aian_pooled_p75,kfr_asian_pooled_p75,kfr_black_pooled_p75,kfr_hisp_pooled_p75,kfr_pooled_pooled_p75,kfr_white_pooled_p75,kfr_aian_female_p100,kfr_asian_female_p100,kfr_black_female_p100,kfr_hisp_female_p100,kfr_pooled_female_p100,kfr_white_female_p100,kfr_aian_male_p100,kfr_asian_male_p100,kfr_black_male_p100,kfr_hisp_male_p100,kfr_pooled_male_p100,kfr_white_male_p100,kfr_aian_pooled_p100,kfr_asian_pooled_p100,kfr_black_pooled_p100,kfr_hisp_pooled_p100,kfr_pooled_pooled_p100,kfr_white_pooled_p100,kir_aian_female_p1,kir_asian_female_p1,kir_black_female_p1,kir_hisp_female_p1,kir_pooled_female_p1,kir_white_female_p1,kir_aian_male_p1,kir_asian_male_p1,kir_black_male_p1,kir_hisp_male_p1,kir_pooled_male_p1,kir_white_male_p1,kir_aian_pooled_p1,kir_asian_pooled_p1,kir_black_pooled_p1,kir_hisp_pooled_p1,kir_pooled_pooled_p1,kir_white_pooled_p1,kir_aian_female_p25,kir_asian_female_p25,kir_black_female_p25,kir_hisp_female_p25,kir_pooled_female_p25,kir_white_female_p25,kir_aian_male_p25,kir_asian_male_p25,kir_black_male_p25,kir_hisp_male_p25,kir_pooled_male_p25,kir_white_male_p25,kir_aian_pooled_p25,kir_asian_pooled_p25,kir_black_pooled_p25,kir_hisp_pooled_p25,kir_pooled_pooled_p25,kir_white_pooled_p25,kir_aian_female_p50,kir_asian_female_p50,kir_black_female_p50,kir_hisp_female_p50,kir_pooled_female_p50,kir_white_female_p50,kir_aian_male_p50,kir_asian_male_p50,kir_black_male_p50,kir_hisp_male_p50,kir_pooled_male_p50,kir_white_male_p50,kir_aian_pooled_p50,kir_asian_pooled_p50,kir_black_pooled_p50,kir_hisp_pooled_p50,kir_pooled_pooled_p50,kir_white_pooled_p50,kir_aian_female_p75,kir_asian_female_p75,kir_black_female_p75,kir_hisp_female_p75,kir_pooled_female_p75,kir_white_female_p75,kir_aian_male_p75,kir_asian_male_p75,kir_black_male_p75,kir_hisp_male_p75,kir_pooled_male_p75,kir_white_male_p75,kir_aian_pooled_p75,kir_asian_pooled_p75,kir_black_pooled_p75,kir_hisp_pooled_p75,kir_pooled_pooled_p75,kir_white_pooled_p75,kir_aian_female_p100,kir_asian_female_p100,kir_black_female_p100,kir_hisp_female_p100,kir_pooled_female_p100,kir_white_female_p100,kir_aian_male_p100,kir_asian_male_p100,kir_black_male_p100,kir_hisp_male_p100,kir_pooled_male_p100,kir_white_male_p100,kir_aian_pooled_p100,kir_asian_pooled_p100,kir_black_pooled_p100,kir_hisp_pooled_p100,kir_pooled_pooled_p100,kir_white_pooled_p100,emp_aian_female_p1,emp_asian_female_p1,emp_black_female_p1,emp_hisp_female_p1,emp_pooled_female_p1,emp_white_female_p1,emp_aian_male_p1,emp_asian_male_p1,emp_black_male_p1,emp_hisp_male_p1,emp_pooled_male_p1,emp_white_male_p1,emp_aian_pooled_p1,emp_asian_pooled_p1,emp_black_pooled_p1,emp_hisp_pooled_p1,emp_pooled_pooled_p1,emp_white_pooled_p1,emp_aian_female_p25,emp_asian_female_p25,emp_black_female_p25,emp_hisp_female_p25,emp_pooled_female_p25,emp_white_female_p25,emp_aian_male_p25,emp_asian_male_p25,emp_black_male_p25,emp_hisp_male_p25,emp_pooled_male_p25,emp_white_male_p25,emp_aian_pooled_p25,emp_asian_pooled_p25,emp_black_pooled_p25,emp_hisp_pooled_p25,emp_pooled_pooled_p25,emp_white_pooled_p25,emp_aian_female_p50,emp_asian_female_p50,emp_black_female_p50,emp_hisp_female_p50,emp_pooled_female_p50,emp_white_female_p50,emp_aian_male_p50,emp_asian_male_p50,emp_black_male_p50,emp_hisp_male_p50,emp_pooled_male_p50,emp_white_male_p50,emp_aian_pooled_p50,emp_asian_pooled_p50,emp_black_pooled_p50,emp_hisp_pooled_p50,emp_pooled_pooled_p50,emp_white_pooled_p50,emp_aian_female_p75,emp_asian_female_p75,emp_black_female_p75,emp_hisp_female_p75,emp_pooled_female_p75,emp_white_female_p75,emp_aian_male_p75,emp_asian_male_p75,emp_black_male_p75,emp_hisp_male_p75,emp_pooled_male_p75,emp_white_male_p75,emp_aian_pooled_p75,emp_asian_pooled_p75,emp_black_pooled_p75,emp_hisp_pooled_p75,emp_pooled_pooled_p75,emp_white_pooled_p75,emp_aian_female_p100,emp_asian_female_p100,emp_black_female_p100,emp_hisp_female_p100,emp_pooled_female_p100,emp_white_female_p100,emp_aian_male_p100,emp_asian_male_p100,emp_black_male_p100,emp_hisp_male_p100,emp_pooled_male_p100,emp_white_male_p100,emp_aian_pooled_p100,emp_asian_pooled_p100,emp_black_pooled_p100,emp_hisp_pooled_p100,emp_pooled_pooled_p100,emp_white_pooled_p100,fpw_aian_female_p1,fpw_asian_female_p1,fpw_black_female_p1,fpw_hisp_female_p1,fpw_pooled_female_p1,fpw_white_female_p1,fpw_aian_male_p1,fpw_asian_male_p1,fpw_black_male_p1,fpw_hisp_male_p1,fpw_pooled_male_p1,fpw_white_male_p1,fpw_aian_pooled_p1,fpw_asian_pooled_p1,fpw_black_pooled_p1,fpw_hisp_pooled_p1,fpw_pooled_pooled_p1,fpw_white_pooled_p1,fpw_aian_female_p25,fpw_asian_female_p25,fpw_black_female_p25,fpw_hisp_female_p25,fpw_pooled_female_p25,fpw_white_female_p25,fpw_aian_male_p25,fpw_asian_male_p25,fpw_black_male_p25,fpw_hisp_male_p25,fpw_pooled_male_p25,fpw_white_male_p25,fpw_aian_pooled_p25,fpw_asian_pooled_p25,fpw_black_pooled_p25,fpw_hisp_pooled_p25,fpw_pooled_pooled_p25,fpw_white_pooled_p25,fpw_aian_female_p50,fpw_asian_female_p50,fpw_black_female_p50,fpw_hisp_female_p50,fpw_pooled_female_p50,fpw_white_female_p50,fpw_aian_male_p50,fpw_asian_male_p50,fpw_black_male_p50,fpw_hisp_male_p50,fpw_pooled_male_p50,fpw_white_male_p50,fpw_aian_pooled_p50,fpw_asian_pooled_p50,fpw_black_pooled_p50,fpw_hisp_pooled_p50,fpw_pooled_pooled_p50,fpw_white_pooled_p50,fpw_aian_female_p75,fpw_asian_female_p75,fpw_black_female_p75,fpw_hisp_female_p75,fpw_pooled_female_p75,fpw_white_female_p75,fpw_aian_male_p75,fpw_asian_male_p75,fpw_black_male_p75,fpw_hisp_male_p75,fpw_pooled_male_p75,fpw_white_male_p75,fpw_aian_pooled_p75,fpw_asian_pooled_p75,fpw_black_pooled_p75,fpw_hisp_pooled_p75,fpw_pooled_pooled_p75,fpw_white_pooled_p75,fpw_aian_female_p100,fpw_asian_female_p100,fpw_black_female_p100,fpw_hisp_female_p100,fpw_pooled_female_p100,fpw_white_female_p100,fpw_aian_male_p100,fpw_asian_male_p100,fpw_black_male_p100,fpw_hisp_male_p100,fpw_pooled_male_p100,fpw_white_male_p100,fpw_aian_pooled_p100,fpw_asian_pooled_p100,fpw_black_pooled_p100,fpw_hisp_pooled_p100,fpw_pooled_pooled_p100,fpw_white_pooled_p100,aian_pooled_blw_p50_count,asian_pooled_blw_p50_count,black_pooled_blw_p50_count,hisp_pooled_blw_p50_count,pooled_pooled_blw_p50_count,white_pooled_blw_p50_count,white_pooled_count,black_pooled_count,asian_pooled_count,hisp_pooled_count,aian_pooled_count,pooled_pooled_count,kfi_aian_female_p1,kii_aian_female_p1,kfi_asian_female_p1,kii_asian_female_p1,kfi_black_female_p1,kii_black_female_p1,kfi_hisp_female_p1,kii_hisp_female_p1,kfi_pooled_female_p1,kii_pooled_female_p1,kfi_white_female_p1,kii_white_female_p1,kfi_aian_male_p1,kii_aian_male_p1,kfi_asian_male_p1,kii_asian_male_p1,kfi_black_male_p1,kii_black_male_p1,kfi_hisp_male_p1,kii_hisp_male_p1,kfi_pooled_male_p1,kii_pooled_male_p1,kfi_white_male_p1,kii_white_male_p1,kfi_aian_pooled_p1,kii_aian_pooled_p1,kfi_asian_pooled_p1,kii_asian_pooled_p1,kfi_black_pooled_p1,kii_black_pooled_p1,kfi_hisp_pooled_p1,kii_hisp_pooled_p1,kfi_pooled_pooled_p1,kii_pooled_pooled_p1,kfi_white_pooled_p1,kii_white_pooled_p1,kfi_aian_female_p25,kii_aian_female_p25,kfi_asian_female_p25,kii_asian_female_p25,kfi_black_female_p25,kii_black_female_p25,kfi_hisp_female_p25,kii_hisp_female_p25,kfi_pooled_female_p25,kii_pooled_female_p25,kfi_white_female_p25,kii_white_female_p25,kfi_aian_male_p25,kii_aian_male_p25,kfi_asian_male_p25,kii_asian_male_p25,kfi_black_male_p25,kii_black_male_p25,kfi_hisp_male_p25,kii_hisp_male_p25,kfi_pooled_male_p25,kii_pooled_male_p25,kfi_white_male_p25,kii_white_male_p25,kfi_aian_pooled_p25,kii_aian_pooled_p25,kfi_asian_pooled_p25,kii_asian_pooled_p25,kfi_black_pooled_p25,kii_black_pooled_p25,kfi_hisp_pooled_p25,kii_hisp_pooled_p25,kfi_pooled_pooled_p25,kii_pooled_pooled_p25,kfi_white_pooled_p25,kii_white_pooled_p25,kfi_aian_female_p50,kii_aian_female_p50,kfi_asian_female_p50,kii_asian_female_p50,kfi_black_female_p50,kii_black_female_p50,kfi_hisp_female_p50,kii_hisp_female_p50,kfi_pooled_female_p50,kii_pooled_female_p50,kfi_white_female_p50,kii_white_female_p50,kfi_aian_male_p50,kii_aian_male_p50,kfi_asian_male_p50,kii_asian_male_p50,kfi_black_male_p50,kii_black_male_p50,kfi_hisp_male_p50,kii_hisp_male_p50,kfi_pooled_male_p50,kii_pooled_male_p50,kfi_white_male_p50,kii_white_male_p50,kfi_aian_pooled_p50,kii_aian_pooled_p50,kfi_asian_pooled_p50,kii_asian_pooled_p50,kfi_black_pooled_p50,kii_black_pooled_p50,kfi_hisp_pooled_p50,kii_hisp_pooled_p50,kfi_pooled_pooled_p50,kii_pooled_pooled_p50,kfi_white_pooled_p50,kii_white_pooled_p50,kfi_aian_female_p75,kii_aian_female_p75,kfi_asian_female_p75,kii_asian_female_p75,kfi_black_female_p75,kii_black_female_p75,kfi_hisp_female_p75,kii_hisp_female_p75,kfi_pooled_female_p75,kii_pooled_female_p75,kfi_white_female_p75,kii_white_female_p75,kfi_aian_male_p75,kii_aian_male_p75,kfi_asian_male_p75,kii_asian_male_p75,kfi_black_male_p75,kii_black_male_p75,kfi_hisp_male_p75,kii_hisp_male_p75,kfi_pooled_male_p75,kii_pooled_male_p75,kfi_white_male_p75,kii_white_male_p75,kfi_aian_pooled_p75,kii_aian_pooled_p75,kfi_asian_pooled_p75,kii_asian_pooled_p75,kfi_black_pooled_p75,kii_black_pooled_p75,kfi_hisp_pooled_p75,kii_hisp_pooled_p75,kfi_pooled_pooled_p75,kii_pooled_pooled_p75,kfi_white_pooled_p75,kii_white_pooled_p75,kfi_aian_female_p100,kii_aian_female_p100,kfi_asian_female_p100,kii_asian_female_p100,kfi_black_female_p100,kii_black_female_p100,kfi_hisp_female_p100,kii_hisp_female_p100,kfi_pooled_female_p100,kii_pooled_female_p100,kfi_white_female_p100,kii_white_female_p100,kfi_aian_male_p100,kii_aian_male_p100,kfi_asian_male_p100,kii_asian_male_p100,kfi_black_male_p100,kii_black_male_p100,kfi_hisp_male_p100,kii_hisp_male_p100,kfi_pooled_male_p100,kii_pooled_male_p100,kfi_white_male_p100,kii_white_male_p100,kfi_aian_pooled_p100,kii_aian_pooled_p100,kfi_asian_pooled_p100,kii_asian_pooled_p100,kfi_black_pooled_p100,kii_black_pooled_p100,kfi_hisp_pooled_p100,kii_hisp_pooled_p100,kfi_pooled_pooled_p100,kii_pooled_pooled_p100,kfi_white_pooled_p100,kii_white_pooled_p100
1978,.3075,.5165,.2928,.3844,.3944913436386952,.4139,.2692,.4425,.2351,.3654,.3602910203618325,.3854,.2871,.4782,.2645,.3748,.3760887210588952,.3993,.3661,.5527,.3587,.4519,.4675067398079079,.5003,.3385,.4802,.3088,.4337,.4335127608681902,.4681,.352,.5155999999999999,.3348,.4427,.4496094644392972,.4839,.4387,.5747,.4154,.5053,.5211058281931478,.5600000000000001,.4135,.516,.3621,.4744,.4857463811555526,.5284,.4256,.5445,.3892,.4898,.502589181881907,.5438,.4823,.6054,.464,.547,.6008559928309177,.6143,.4571,.5434,.4128,.5157,.5598509356866797,.5756,.4698,.5743,.4387,.5314,.5800571322956791,.5945,.5779,.6107,.5492,.5947,.645958466937461,.662,.5454,.5756,.4983,.5597,.6076423794032318,.6253,.5594,.5934,.5235,.5773,.6270605223250258,.6433,.2963,.5051,.3399,.3732,.3734725319107677,.3565,.3091,.497,.2813,.4215,.4065594802446808,.4245,.3035,.501,.3111,.3977,.3900961466824458,.3913,.3473,.5456,.4112,.431,.4330842648411163,.4255,.3824,.5359,.3643,.4919,.4790003670189202,.5049,.3656,.5406,.3887,.4617,.4558373837818834,.4658,.3977,.5678,.4628,.4769,.4765914477377411,.4752,.4523,.5753,.4212,.529,.5290889865897691,.5631,.4258,.5717,.4423,.503,.502636868699731,.5203,.4419,.6041,.5088,.5168,.5381530078554836,.5362,.5066000000000001,.6038,.4713,.5672,.5996864622934576,.6118,.4757,.6038,.4903,.5417999999999999,.5691968708727633,.5749,.547,.6233,.5750999999999999,.5868,.6146583398150192,.6306,.5841,.6291,.5544,.6055,.6462673107216956,.6622,.5673,.6262,.5649,.5962,.6306875167947699,.6467000000000001,.7201,.7731,.7999000000000001,.7423,.7665980097855712,.7402,.696,.7599,.6284999999999999,.7462,.7485220519888661,.7714,.7076,.7663,.7157,.7443,.7571857060494542,.7561,.7631,.83,.8647,.806,.8246817653519968,.8058,.7663,.8123,.7374000000000001,.8215,.8223029981649057,.8416,.7652,.821,.8036,.8138,.8234240792009608,.824,.8051,.8582,.8813,.842,.8531712111398916,.8421999999999999,.8267,.8554,.7916,.8622,.865144540950666,.8854,.8161,.8568,.8372000000000001,.8522,.858899595736817,.8643,.8225,.8874,.8997000000000001,.8638,.8766043966747649,.873,.8485,.8708,.833,.8816000000000001,.9033878523963472,.9089,.8369,.8792,.8667,.8726,.8901206455295123,.8913,.7568,.8435,.8682,.8655,.8786179841276484,.88,.8625,.8214,.8331,.8519,.8797356109196244,.8825,.8233,.8326,.8506,.8588,.8796615357395312,.8813,.4727,.4569,.5246,.4951,.4909803024961044,.468,.4619,.4424,.538,.5017,.488644985150868,.4593,.4663,.4495,.5313,.4985,.4899000064293851,.4636,.6725,.5766,.7433,.6711,.6817399356288963,.6606,.6734,.5714,.7462,.6706,.674625854584571,.6503,.6729000000000001,.5738,.7447,.6709000000000001,.6781992058559493,.6554,.7171,.6764,.7553,.7157,.7374744036328732,.733,.7161999999999999,.6894,.7554999999999999,.7131999999999999,.7366762742728789,.7323,.7165,.6831,.7554,.7144,.7369251022493239,.7326,.7609,.7305,.7738,.7687,.7853373064728769,.7817,.7792,.7448,.7768,.7698,.7870812388765439,.783,.7708,.7376,.7753,.7692,.7860955369811276,.7824,.5893,.6193,.6865,.6243,.6429564703840588,.628,.6334,.6197,.678,.6259,.6474358567110571,.6344,.6104000000000001,.6196,.6824,.6249,.645117896416322,.6312,15500,44500,289000,246000,1386000,791000,1997000,382500,89000,343500,22800,2834800,19203.18,12326.545,37482.676,29202.973,17902.826,16029.11,25877.465,18777.785,26759.637,18799.857,28444.873,17414.311,15695.763,13440.232,30930.777,28578.188,12450.255,11014.365,24228.852,22642.717,23788.799,21451.879,25964.883,22881.834,17389.885,12955.959,34055.738,28886.725,15238.486,13612.499,25038.504,20745.732,25150.904,20139.666,27180.004,20235.619,24289.145,16647.469,40842.254,32340.531,23651.76,21821.754,31752.514,23399.918,33116.832,23566.045,36022.914,22961.539,21890.66,19522.9,34233.145,31591.561,19315.152,18056.066,30163.164,28180.818,30147.037,27176.945,33168.695,29187.547,23070.813,18162.254,37400.531,31954.09,21567.211,20028.385,30948.262,25825.4,31552.277,25365.654,34561.352,26146.92,30598.586,20745.732,42960.098,34081.449,28574.588,25911.66,36472.863,27014.936,37903.074,26991.137,41536.719,26883.809,28410.42,25088.254,37437.039,34669.598,23944.613,22618.807,33719.434,31051.621,34725.133,31058.6,38568.855,33712.875,29465.486,22985.449,40062.813,34387.285,26297.074,24300.586,35084.707,29040.992,36228.918,29012.982,39997.121,30375.412,34419.426,24268.705,46066.031,36952.637,32810.277,29488.369,40300,30105.443,45597.16,31765.344,47015.684,31614.699,32207.09,29318.674,39959.582,36928.727,28350.127,26578.229,37409.656,34034.398,41522.535,36600.855,43049.574,37575.109,33317.309,26922.375,42921.02,36928.727,30598.586,28055.346,38842.68,32046.65,43496.512,34190.992,44944.758,34638.227,43280.207,32450.32,46631.555,38506.504,40509.293,34653.914,44964.813,35573.738,50546.211,37806.609,52470.477,39104.938,40147.789,35359.691,43049.574,38981.523,35842.934,33030.625,41508.18,37064.867,46305.301,40408.469,48203.805,41758.348,41479.637,34042.238,44834.457,38742.922,38121.605,33854.031,43220.039,36322.965,48400.707,39112.137,50238.344,40444.629
1979,.2982,.5207000000000001,.2955,.3842,.3924065827090392,.4097,.2753,.4439,.24,.3725,.360888853758515,.3838,.2869,.4799,.2688,.3784,.3754245467774868,.3966,.3573,.5514,.3607,.4538,.4659801453071478,.4969,.3556,.4866,.31,.4364,.4326383584115187,.4661,.3565,.518,.3363,.445,.4483569605846053,.4813,.4407,.581,.4189,.5037,.5200204823659877,.5573,.4089,.517,.366,.4792,.4855554041684833,.5266999999999999,.4242,.5487,.393,.4914,.5019366182688461,.5416,.4845,.5979,.4679,.5488,.5996439632572408,.613,.4719,.5397999999999999,.4146,.5152,.5601007585556327,.5762,.4782,.5683,.4412,.5321,.5794710580601337,.5942,.5474,.6269,.5595,.6049,.6485951985727074,.6639,.5341,.5862000000000001,.5172,.5638,.6126209152646257,.6297,.539,.6067,.5379,.5849,.6309044394159958,.6466,.2942,.515,.3434,.3767,.3729806353440767,.3541,.3239,.5014,.2851,.4277,.405504640221566,.4201,.3093,.5077,.3154,.4022,.3891628967773019,.3875,.3444,.548,.4112,.4347,.4321108482571441,.4233,.4021,.5429,.3638,.4928,.4765567947129284,.5008,.3736,.5453,.3883,.4639,.4540721109677867,.4625,.4078,.5729,.4657,.4757,.4761243768219051,.4738,.4491,.5773,.4223,.5335,.5278739722209728,.5602,.4289,.5750999999999999,.4444,.5046,.5018207674852521,.518,.4391,.6026,.5112,.5174,.5380163491167227,.536,.5125,.6012,.4723,.5672,.5988850171647521,.6111,.4757,.6018,.4917,.542,.568695952579056,.5744,.5472,.6419,.5931999999999999,.5915,.6209721042274173,.6371,.5954,.6392,.5796,.607,.6506088647770987,.6657,.5712,.6405999999999999,.5863,.5992,.635960175382538,.6515,.7040999999999999,.7772,.8095,.7507,.7697099542200913,.7403999999999999,.7224,.7422,.6328,.7554999999999999,.7489499868260007,.7669,.7131999999999999,.7586000000000001,.7245,.7531,.7592301713549203,.7538,.7728,.8308,.8672,.8111,.8263281168146211,.8065,.7905,.8135,.7408,.8196,.8199887555319504,.8362000000000001,.7818000000000001,.8221000000000001,.8063,.8154,.8230773803617604,.8215,.8064,.8638,.8887,.8413,.8533934679280712,.8397,.825,.858,.7974,.8603,.8630748740922294,.8808,.8159,.8609,.844,.8508,.8580520211910103,.8607,.8258,.8824,.9036,.8655,.8777033697668791,.8741,.8574000000000001,.8715000000000001,.8404,.8862,.9025847860970373,.9075,.8417,.8769,.872,.8757,.8901456545242391,.8912,.8772,.858,.8913,.8751,.8830726436505856,.8826000000000001,.8719,.8373,.8748,.8608,.8817499504239737,.8809,.8754999999999999,.8477,.8826000000000001,.8683,.8827261905974741,.8817,.4668,.4662,.5397999999999999,.5147,.5003210710107695,.4719,.5039,.4678,.5406,.5139,.4940034654394917,.465,.4858,.467,.5402,.5144,.4971946003525043,.4684,.6845,.5695,.7358,.6691,.6771631872755521,.6567,.6654,.5691000000000001,.7369,.6684,.6720187171770807,.65,.6754,.5693,.7363,.6688,.6746248363090896,.6533,.7206,.6867,.7501,.7109,.7339538387043111,.7308,.7242,.6840000000000001,.7534999999999999,.716,.7361847221335193,.7323,.722,.6854,.7517,.7134,.734945233570667,.7315,.747,.7359,.7696,.7633,.786377921069614,.784,.7645999999999999,.7403999999999999,.7715,.7655,.7861692901669802,.7834,.7554999999999999,.7382,.7705,.7644,.7861864870985683,.7837,.6169,.6262,.7088,.6292,.6484690943291507,.6319,.5972,.6155,.677,.6143,.6469459630175537,.6346000000000001,.6042,.6207,.6922,.622,.6475410071871793,.6332,17000,47000,315000,267000,1475000,829000,2110000,416000,94500,373000,24800,3018300,18384.658,12143.274,37866.035,29966.602,18145.156,16321.577,25859.98,19061.252,26577.391,18760.018,28083.115,17215.689,16290.595,14692.119,31053.164,28917.578,12930.891,11351.274,24840.396,23136.891,23840.293,21367.803,25825.014,22531.131,17371.887,13457.459,34206.535,29403.521,15656.682,13981.843,25352.953,21104.406,25092.844,20065.281,26943.973,19932.738,23531.174,16405.139,40718.582,32528.738,23824.027,21821.754,31918.607,23694.826,32983.379,23488.457,35716.949,22786.188,23384.748,21096.436,34800.852,32131.498,19418.512,18014.928,30397.523,28251.396,30071.723,26988.463,32993.859,28871.297,23462.268,18810.182,37619.59,32317.006,21698.34,19996.504,31149.324,25997.922,31442.785,25227.223,34330.719,25888.135,30773.424,21550.756,43591.055,34481.391,28880.553,26139.078,36328.879,26922.375,37804.012,26955.109,41279.859,26774.277,28014.209,24837.311,37528.316,34826.438,24280.531,22706.482,34144.441,31404.51,34708.191,30963.318,38413.688,33485.461,29343.871,23232.537,40461.727,34653.914,26629.266,24467.967,35226.633,29164.406,36170.191,28950.033,39790.66,30198.004,34614.574,24045.529,45293.148,36833.078,33151.211,29673.492,40471.238,30151.723,45472.508,31754.803,46876.969,31599.273,33500.887,29773.766,39621.734,36721.492,28505.166,26656.648,37364.02,34034.398,41546.305,36536.977,43109.738,37518.418,34055.738,26922.375,42334.797,36769.316,30817.133,28165.135,38906.574,32062.078,43437.742,34151.711,44914.676,34599.02,40338.055,32466.004,48382.754,40043.531,41489.152,36083.852,46013.066,35948.352,50858.063,38317.965,52702.523,39642.434,39089.125,36259.203,44112.484,39817.914,37546.57,35006.801,41898.219,37186.355,46836.52,40771.258,48695.918,42060.715,39546.656,34348.074,46204.746,39934.898,39443.426,35533.883,43982.125,36562.082,48830.629,39547.188,50622.086,40845.723
